diffusion_coeff,seed,T_warmup,T_stat,B,P_min,P_max,KL_R_M_corr,KL_S_M_corr,KL_Mk_M_corr,KL_R_M_naive,KL_S_M_naive,KL_Mk_M_naive,delta_sigma_R_corr,delta_sigma_Mk_corr,delta_sigma_R_naive,delta_sigma_Mk_naive,Delta_kappa_corr,Delta_kappa_naive,K_R_nonempty,K_S_nonempty,K_M_nonempty,K_Mk_nonempty,laplace_bins_R,laplace_bins_S,laplace_bins_Mk,clip_events_R,clip_events_S,clip_events_M,clip_events_Mk
0.020000000000,4010,5000,50000,64,0.000000000000,1.000000000000,0.163703024498,0.705897636022,0.838829151401,0.163700680748,0.705897636040,0.838829151422,-0.542194611525,0.132931515379,-0.542196955292,0.132931515382,0.675126126903,0.675128470674,39,60,54,61,0,6,7,0,0,0,0
0.020000000000,4011,5000,50000,64,0.000000000000,1.000000000000,0.147663796785,0.608782395111,0.737990709614,0.147660984285,0.608782395137,0.737990709639,-0.461118598327,0.129208314502,-0.461121410853,0.129208314502,0.590326912829,0.590329725355,33,60,51,60,0,9,9,0,0,0,0
0.020000000000,4012,5000,50000,64,0.000000000000,1.000000000000,0.080835319198,0.121039949007,0.585874270944,0.080833600448,0.121039949010,0.585874270956,-0.040204629810,0.464834321937,-0.040206348562,0.464834321946,0.505038951746,0.505040670508,46,58,57,61,0,1,4,0,0,0,0
0.020000000000,4013,5000,50000,64,0.000000000000,1.000000000000,0.182455804850,0.294336215470,0.565395230752,0.182453148600,0.294336215487,0.565395230776,-0.111880410619,0.271059015283,-0.111883066886,0.271059015289,0.382939425902,0.382942082176,37,60,54,62,0,6,8,0,0,0,0
0.020000000000,4014,5000,50000,64,0.000000000000,1.000000000000,0.133297360544,0.753341968743,0.814331125608,0.133295016794,0.753341968775,0.814331125643,-0.620044608199,0.060989156865,-0.620046951981,0.060989156869,0.681033765064,0.681036108850,35,61,50,62,0,11,12,0,0,0,0
0.020000000000,4015,5000,50000,64,0.000000000000,1.000000000000,0.091684856901,0.242269752918,0.742114726237,0.091683294401,0.242269752930,0.742114726252,-0.150584896017,0.499844973319,-0.150586458529,0.499844973322,0.650429869336,0.650431431851,46,60,56,61,0,4,5,0,0,0,0
0.020000000000,4016,5000,50000,64,0.000000000000,1.000000000000,0.145848628524,0.638241910729,0.811370501279,0.145846441024,0.638241910770,0.811370501320,-0.492393282205,0.173128590550,-0.492395469746,0.173128590550,0.665521872755,0.665524060296,33,61,47,61,0,14,14,0,0,0,0
0.020000000000,4017,5000,50000,64,0.000000000000,1.000000000000,0.152398754834,0.667813353651,1.062065595906,0.152396411084,0.667813353672,1.062065595933,-0.515414598818,0.394252242254,-0.515416942588,0.394252242261,0.909666841072,0.909669184849,39,61,54,63,0,7,9,0,0,0,0
0.020000000000,4018,5000,50000,64,0.000000000000,1.000000000000,0.107570092856,0.243505528742,0.590069023419,0.107568217856,0.243505528760,0.590069023439,-0.135935435887,0.346563494676,-0.135937310904,0.346563494679,0.482498930563,0.482500805584,42,60,54,61,0,6,7,0,0,0,0
0.020000000000,4019,5000,50000,64,0.000000000000,1.000000000000,0.088084445050,0.149746072004,0.418106561696,0.088081945050,0.149746072019,0.418106561714,-0.061661626954,0.268360489692,-0.061664126969,0.268360489695,0.330022116646,0.330024616663,39,60,55,61,0,5,6,0,0,0,0
